,Polling Firm,Commissioner,Date,Sample Size,Coalition of the Left,New Democracy,People’s Association / Golden Dawn,Movement for Change,Communist Party of Greece,The River,Independent Greeks,Union of Centrists,Popular Unity,Course of Freedom,Greek Solution,European Realistic Disobedience Front,National Party - Greeks,Others
1,Prorata,Attica TV,2023-03-11,1004,31.0,34.0,,11.5,6.0,,,,,,4.0,3.5,3.0
1,Interview,Politic.gr,2023-03-09,1004,29.4,33.7,,10.8,6.6,,,,,,5.1,4.2,1.9
2,GPO,Παραπολιτικά,2023-03-08,1001,30.6,35.2,,11.0,8.0,,,,,,3.6,3.9,1.7
3,Marc,ANT1,2023-03-07,1000,29.3,34.7,,11.4,6.6,,,,,,4.6,4.1,3.5
1,Opinion Poll,The TOC,2023-02-17,1004,29.6,38.5,,11.5,5.2,,,,,,4.6,2.7,3.0
2,Alco,Alpha TV,2023-02-17,1001,28.7,36.6,,11.2,6.7,,,,,,4.2,3.1,2.9
3,GPO,Παραπολιτικά,2023-02-09,1000,29.8,38.1,,11.0,7.2,,,,,,3.4,2.7,
4,Marc,Πρώτο ΘΕΜΑ,2023-02-08,1009,29.0,37.5,,11.3,6.1,,,,,,4.1,3.1,3.9
5,Marc,ANT1,2023-01-31,1585,28.9,37.5,,11.2,6.1,,,,,,4.5,3.2,3.9
6,MRB,Open TV,2023-01-24,1000,28.9,36.0,,12.5,6.0,,,,,,5.2,3.5,3.0
7,GPO,Star TV,2023-01-24,1200,30.0,38.1,,11.0,7.2,,,,,,3.9,2.5,2.1
8,Prorata,Attica TV,2023-01-23,1018,30.8,36.6,,10.7,5.3,,,,,,4.1,3.6,2.5
9,Pulse RC,ΣΚΑΪ,2023-01-23,1205,29.1,37.2,1.2,12.2,6.4,,,,,,4.1,2.9,
10,Rass,Action 24,2023-01-20,1003,27.8,34.7,,15.6,6.9,,,,,,3.7,3.5,
11,Metron Analysis,Mega TV,2023-01-17,1309,27.6,36.5,,12.3,6.0,,,,,,4.4,3.6,
12,Interview,Politic.gr,2023-01-16,1675,28.4,36.0,,11.2,6.7,,,,,,5.0,3.9,
13,Opinion Poll,The TOC,2023-01-13,1005,29.3,38.6,,11.8,5.3,,,,,,4.7,3.2,
14,Alco,Alpha TV,2023-01-13,1002,27.8,35.8,,12.4,6.4,,,,,,5.1,3.8,
15,Marc,Πρώτο ΘΕΜΑ,2022-12-21,1003,28.0,37.0,,11.6,6.4,,,,,,4.6,3.4,
16,Pulse RC,ΣΚΑΪ,2022-12-19,1103,29.3,37.9,,11.5,5.2,,,,,,4.0,3.4,
17,Interview,Politic.gr,2022-12-19,1655,27.1,36.7,,11.3,5.6,,,,,,5.3,3.4,
18,GPO,Powergame.gr,2022-12-15,1000,29.5,36.8,,11.5,7.2,,,,,,4.5,2.7,
19,MRB,,2022-12-09,2000,27.2,33.5,,13.3,6.0,,,,,,5.3,3.4,
20,Opinion Poll,Lykavitos,2022-12-02,1251,28.7,38.1,,13.3,5.3,,,,,,4.6,2.7,
21,RASS,Action 24,2022-12-02,1002,26.7,35.5,,15.7,7.0,,,,,,4.3,3.7,
22,GPO,Star TV,2022-11-28,1200,29.4,37.1,,12.6,6.5,,,,,,3.9,2.5,
23,Marc,ANT1,2022-11-27,1030,27.6,36.8,,13.0,6.4,,,,,,4.7,3.5,
24,Prorata,Η Εφημερίδα των Συντακτών,2022-11-22,1905,29.9,35.9,,12.6,5.4,,,,,,4.8,3.0,
25,Pulse RC,ΣΚΑΪ,2022-11-22,1205,29.1,36.6,,12.6,5.7,,,,,,4.0,3.4,
26,Metron Analysis,Mega TV,2022-11-22,1000,26.4,36.5,,14.3,6.1,,,,,,4.3,4.5,
27,Interview,Politic.gr,2022-11-21,1605,28.0,35.7,,11.3,6.7,,,,,,5.3,3.9,
28,Alco,Alpha TV,2022-11-18,1000,26.8,35.3,,13.3,6.1,,,,,,5.7,3.2,
29,GPO,Παραπολιτικά,2022-11-10,1000,29.9,36.6,,12.2,6.8,,,,,,4.2,2.7,
30,MRB,Open TV,2022-11-02,1000,28.0,35.5,,14.0,6.1,,,,,,5.5,3.7,
31,Pulse RC,ΣΚΑΪ,2022-10-25,1207,29.1,37.2,1.1,12.6,5.7,,,,,,4.0,2.9,
32,Marc,ANT1,2022-10-22,1050,27.3,37.4,,12.9,6.0,,,,,,5.1,3.6,
33,Interview,Politic.gr,2022-10-19,1575,27.6,35.6,,12.0,7.1,,,,,,5.5,3.3,
34,GPO,Powergame.gr,2022-10-15,1200,29.4,37.6,,11.8,6.3,,,,,,4.4,3.0,
35,Alco,Alpha TV,2022-10-14,1002,26.1,35.6,,13.0,6.4,,,,,,5.8,3.6,
36,MRB,Newsbomb,2022-10-12,1000,27.4,35.6,,13.5,5.9,,,,,,5.2,3.7,
37,Interview,Politic.gr,2022-09-27,1455,26.2,35.3,,11.6,6.7,,,,,,5.6,3.9,
38,Metron Analysis,Mega TV,2022-09-26,1300,25.4,35.8,,15.0,6.3,,,,,,5.9,4.2,
39,Marc,ANT1,2022-09-24,1166,27.6,37.6,,13.1,6.2,,,,,,4.7,3.2,
40,Palmos Analysis,The Caller,2022-09-23,1027,25.4,36.5,,14.1,7.0,,,,,,4.8,5.0,
41,Alco,Alpha TV,2022-09-23,1001,26.7,35.9,,13.6,6.3,,,,,,5.0,3.7,
42,MRB,Open TV,2022-09-21,1000,27.2,35.7,,13.4,6.1,,,,,,5.0,4.2,
43,Pulse RC,ΣΚΑΪ,2022-09-20,1012,29.4,37.9,,13.0,5.1,,,,,,4.0,3.4,
44,Pulse RC,ΣΚΑΪ,2022-09-15,1105,28.8,37.9,,12.4,5.6,,,,,,4.5,2.8,
45,GPO,Παραπολιτικά,2022-09-14,1000,28.3,37.2,,13.0,6.4,,,,,,4.6,2.4,
46,Opinion Poll,Mononews,2022-09-14,1004,27.5,38.3,,14.1,5.8,,,,,,5.7,2.7,
47,Pulse RC,ΣΚΑΪ,2022-09-09,1006,28.7,36.8,1.1,13.2,5.7,,,,,,4.0,2.9,
48,Prorata,Η Εφημερίδα των Συντακτών,2022-09-05,1010,29.8,35.7,,13.1,6.0,,,,,,4.2,3.0,
49,MRB,Newsbomb,2022-09-05,1000,26.7,34.5,,14.6,6.1,,,,,,5.4,4.9,
50,Metron Analysis,Mega TV,2022-08-31,1003,24.9,34.0,,15.7,7.5,,,,,,4.2,4.9,
51,Interview,Politic.gr,2022-08-29,1569,26.7,35.8,,12.8,5.7,,,,,,6.0,3.9,
52,Marc,Πρώτο ΘΕΜΑ,2022-08-25,1001,26.7,36.4,,14.0,6.1,,,,,,5.7,3.4,
53,GPO,Τα Νέα,2022-08-24,1000,28.7,35.8,,13.8,6.5,,,,,,5.5,2.4,
54,Prorata,Η Εφημερίδα των Συντακτών,2022-07-24,1300,29.3,35.6,,13.2,6.3,,,,,,4.0,2.9,
55,Marc,Πρώτο ΘΕΜΑ,2022-07-20,1009,26.6,37.2,,13.6,6.4,,,,,,5.5,3.2,
56,Opinion Poll,tomanifesto.gr,2022-07-15,1015,26.6,36.9,,13.8,5.9,,,,,1.3,5.6,2.9,
57,Pulse RC,ΣΚΑΪ,2022-07-13,1351,28.4,36.9,,14.2,6.3,,,,,,4.0,2.8,
58,Interview,Politic.gr,2022-07-06,1305,26.8,36.0,,13.6,5.5,,,,,,5.6,3.4,
59,Alco,Open TV,2022-07-04,1400,25.3,35.2,,14.4,6.0,,,,,,5.9,3.5,
60,GPO,Powergame.gr,2022-07-01,1200,27.6,37.8,,12.7,6.6,,,,,,5.3,2.6,
61,MRB,,2022-06-30,2000,25.7,34.1,,14.2,5.5,,,,,,5.2,3.6,
62,Marc,ANT1,2022-06-25,1059,25.7,37.1,,14.6,6.2,,,,,,5.3,3.3,
63,Pulse RC,ΣΚΑΪ,2022-06-08,1206,27.3,36.4,,15.3,5.7,,,,,,4.5,2.8,
64,Κάπα Research,,2022-06-01,1004,28.1,37.6,,14.1,7.2,,,,,,4.7,3.3,
65,Prorata,Η Εφημερίδα των Συντακτών,2022-06-01,1070,29.1,36.0,,14.5,5.8,,,,,,4.1,2.3,
66,Interview,Politic.gr,2022-05-31,1485,24.5,35.3,,14.5,6.4,,,,,,5.9,3.3,
67,Alco,Open TV,2022-05-28,1000,25.8,35.5,,14.5,6.1,,,,,,5.2,4.1,
68,Metron Analysis,Mega TV,2022-05-23,1300,25.7,36.1,,15.0,6.3,,,,,,5.2,3.7,
69,Marc,ANT1,2022-05-22,1037,25.5,37.0,,15.3,6.6,,,,,,5.3,3.2,
70,GPO,Τα Νέα,2022-05-18,1000,27.2,37.6,,13.8,6.3,,,,,,5.2,2.7,
71,MRB,Newsbomb,2022-05-18,1004,26.1,35.0,,14.2,5.8,,,,,,5.5,3.6,
72,Opinion Poll,tomanifesto.gr,2022-05-13,1001,25.6,36.7,,14.9,5.5,,,,,1.6,6.3,3.1,
73,Pulse RC,ΣΚΑΪ,2022-05-11,1206,26.4,35.4,,15.7,5.6,,,,,,4.5,3.4,
74,Marc,Πρώτο ΘΕΜΑ,2022-05-11,1014,25.1,36.9,,15.5,6.4,,,,,,5.1,3.5,
75,Interview,Politic.gr,2022-05-09,1485,25.0,34.9,,14.1,6.0,,,,,,6.2,3.8,
76,GPO,Powergame.gr,2022-05-07,1200,26.7,36.1,,14.8,6.9,,,,,,5.4,2.8,
77,Alco,Open TV,2022-04-30,1000,26.1,35.5,,15.1,7.0,,,,,1.2,5.7,3.5,
78,DATA RC,Πελοπόννησος & Dnews,2022-04-15,1026,28.9,36.0,,15.0,6.0,,,,,,4.5,2.0,
79,Prorata,Η Εφημερίδα των Συντακτών,2022-04-11,1236,29.0,35.5,,14.2,5.9,,,,,,4.1,2.4,
80,Interview,Politic.gr,2022-04-05,1410,24.3,34.2,,16.1,7.2,,,,,,5.6,3.4,
81,Opinion Poll,Mononews,2022-04-01,1001,25.9,36.8,,15.4,5.1,,,,,,5.7,3.5,
82,Pulse RC,ΣΚΑΪ,2022-03-29,1207,26.3,35.4,,15.4,6.3,,,,,,4.6,2.9,
83,Alco,Open TV,2022-03-26,1000,25.9,36.2,,15.1,6.8,,,,,1.3,5.2,3.3,
84,MRB,Newsbomb,2022-03-26,1000,25.9,34.9,,16.4,5.5,,,,,,6.0,3.8,
85,Metron Analysis,Mega TV,2022-03-21,1304,24.6,34.2,,16.7,6.3,,,,,,5.9,4.4,
86,Marc,ANT1,2022-03-21,1070,24.9,35.6,,16.2,6.4,,,,,,5.4,3.4,
87,Prorata,Η Εφημερίδα των Συντακτών,2022-03-14,1000,28.4,36.7,,14.8,5.9,,,,,,4.1,2.3,
88,GPO,Powergame.gr,2022-03-11,1000,26.3,37.6,,16.3,6.5,,,,,,4.9,2.7,
89,Marc,Πρώτο ΘΕΜΑ,2022-03-10,1026,24.3,37.3,,16.6,6.7,,,,,,5.4,2.8,
90,Abacus Research,Alpha TV,2022-03-08,1026,23.5,34.5,,16.5,5.8,,,,,,4.5,2.8,
91,Interview,Politic.gr,2022-03-06,1405,23.4,36.5,,17.4,5.6,,,,,,5.3,3.5,
92,Pulse RC,ΣΚΑΪ,2022-02-28,1205,26.0,36.2,,15.8,5.6,,,,,,4.5,3.4,
93,Alco,Open TV,2022-02-18,1000,26.1,37.3,,16.6,6.1,,,,,1.3,4.2,3.5,
94,Interview,Politic.gr,2022-02-14,1406,24.3,36.8,,16.3,5.7,,,,,,5.6,3.3,
95,Marc,ANT1,2022-02-12,1037,24.9,37.3,,17.3,6.2,,,,,,5.4,3.0,
96,Opinion Poll,tomanifesto.gr,2022-02-12,1251,24.2,38.5,,17.5,5.8,,,,,,4.9,3.2,
97,GPO,Powergame.gr,2022-02-03,1000,25.5,36.2,,16.7,7.2,,,,,,4.5,3.5,
98,Prorata,Η Εφημερίδα των Συντακτών,2022-01-31,1000,28.9,37.0,,15.0,5.8,,,,,,4.0,2.3,
99,Pulse RC,ΣΚΑΪ,2022-01-29,1308,25.0,35.2,,15.9,6.3,,,,,,5.1,2.8,
100,Abacus Research,Alpha TV,2022-01-23,1012,21.3,39.0,,20.7,6.1,,,,,,2.4,2.4,
101,Marc,ANT1,2022-01-22,1002,23.7,38.2,,17.4,5.9,,,,,,5.4,2.8,
102,Metron Analysis,Mega TV,2022-01-18,1306,24.3,36.1,,18.6,5.5,,,,,,5.1,4.1,
103,Prorata,iEidiseis,2022-01-16,1000,29.3,37.4,,13.8,5.2,,,,,,4.0,2.3,
104,Interview,Politic.gr,2022-01-12,1414,25.5,37.9,,14.0,5.3,,,,,,5.1,3.7,
105,Alco,Open TV,2021-12-18,1000,24.2,37.3,2.5,15.6,6.2,,,,,1.3,4.2,4.0,
106,GPO,Powergame.gr,2021-12-17,1000,25.4,38.0,,15.5,6.5,,,,,,4.5,3.4,
107,Marc,Πρώτο ΘΕΜΑ,2021-12-16,1010,22.4,38.5,,17.7,6.2,,,,,,5.4,2.5,
108,Prorata,Η Εφημερίδα των Συντακτών,2021-12-15,1885,28.7,37.9,,12.6,5.2,,,,,,4.0,2.3,
109,Interview,Politic.gr,2021-12-15,1365,26.8,38.1,,13.9,5.0,,,,,,5.5,3.6,
110,MRB,,2021-12-14,1000,24.4,37.9,,16.7,5.1,,,,,,4.7,3.3,
111,Κάπα Research,,2021-12-14,1003,27.3,39.3,,13.5,7.0,,,,,,4.3,3.5,
112,MRB,,2021-12-10,1500,25.9,38.2,,12.8,5.6,,,,,,4.8,3.7,
113,GPO,Παραπολιτικά,2021-11-25,1000,27.8,40.4,,11.1,6.4,,,,,,4.1,3.5,
114,Pulse RC,ΣΚΑΪ,2021-11-25,4012,26.6,38.2,,11.0,6.4,,,,,,4.6,3.5,
115,Metron Analysis,Mega TV,2021-11-23,1503,24.8,40.0,,12.8,6.5,,,,,,5.6,4.4,
116,Alco,Open TV,2021-11-20,1000,27.1,38.3,1.9,11.1,6.4,,,,,1.8,4.9,3.6,
117,Marc,Πρώτο ΘΕΜΑ,2021-11-18,1003,26.7,41.3,,11.1,6.9,,,,,,5.5,3.8,
118,MRB,Star,2021-11-17,3281,26.6,38.2,1.2,11.0,6.0,,,,,,5.1,4.4,
119,Marc,ANT1,2021-11-13,1003,26.6,42.1,,10.2,7.2,,,,,,5.3,3.6,
120,Metron Analysis,Το Βήμα,2021-11-09,2511,24.1,36.9,1.6,12.9,6.7,,,,,,5.7,5.3,
121,Interview,Politic.gr,2021-11-08,1734,26.3,40.0,,10.3,6.1,,,,,,5.9,3.4,
122,GPO,Powergame.gr,2021-10-29,1000,28.7,41.6,,8.3,6.8,,,,,,4.1,3.4,
123,Pulse RC,ΣΚΑΪ,2021-10-25,1907,27.3,40.1,,9.3,5.8,,,,,,4.1,3.5,
124,Opinion Poll,Mononews,2021-10-19,1005,27.3,43.7,,7.5,6.5,,,,,1.5,5.0,2.8,
125,Alco,Open TV,2021-10-16,1000,28.3,39.7,,7.3,6.0,,,,,1.8,5.0,4.6,
126,Interview,Political,2021-10-14,1115,25.3,40.0,,7.9,6.2,,,,,1.8,5.4,4.4,
127,Prorata,Η Εφημερίδα των Συντακτών,2021-10-12,1131,31.1,40.7,,7.8,5.4,,,,,,3.6,2.4,
128,Marc,ANT1,2021-10-11,1007,27.1,42.8,,7.7,6.9,,,,,,5.4,3.3,
129,Interview,Politic.gr,2021-09-30,1105,27.2,39.9,,8.0,5.6,,,,,,4.8,4.4,
130,Metron Analysis,Mega TV,2021-09-27,1200,26.2,41.0,,8.0,6.8,,,,,,5.3,5.5,
131,GPO,Powergame.gr,2021-09-24,1000,29.3,41.3,,7.0,7.3,,,,,,4.0,3.4,
132,Marc,Πρώτο ΘΕΜΑ,2021-09-23,1029,28.2,42.2,,7.4,6.6,,,,,,5.5,3.6,
133,MRB,Star,2021-09-21,1000,28.6,40.6,1.2,8.1,5.9,,,,,1.3,4.6,4.2,
134,Pulse RC,ΣΚΑΪ,2021-09-21,2018,27.6,39.7,,7.5,6.9,,,,,,5.2,3.4,
135,GPO,Παραπολιτικά,2021-09-15,1000,29.0,41.3,,7.5,6.8,,,,,,4.2,3.5,
136,Alco,Open TV,2021-09-17,1000,27.4,39.1,1.4,8.0,6.5,,,,,1.8,5.3,3.5,
137,MRB,Star,2021-09-15,1000,28.4,41.4,,8.4,6.3,,,,,,4.4,3.6,
138,Opinion Poll,Political,2021-09-07,1002,26.9,44.6,,7.9,7.0,,,,,,4.5,4.1,
139,Interview,Politic.gr,2021-08-27,1325,25.4,39.7,,7.0,6.0,,,,,,5.1,4.3,
140,GPO,Τα Νέα,2021-08-25,1000,28.4,40.2,,7.5,7.0,,,,,,4.8,3.5,
141,Prorata,iEidiseis,2021-08-24,1800,30.3,40.0,,7.9,5.5,,,,,,4.2,2.4,
142,Alco,Open TV,2021-07-17,1000,27.2,41.7,,7.9,6.2,,,,,1.8,5.2,4.1,
143,Prorata,,2021-07-11,1735,29.3,41.3,,8.4,4.8,,,,,,3.6,3.0,
144,GPO,Powergame.gr,2021-07-10,1000,28.5,42.8,,7.7,6.9,,,,,,4.3,3.6,
145,Opinion Poll,tomanifesto.gr,2021-07-07,1002,25.8,46.4,,8.0,7.0,,,,,,4.3,3.8,
146,Pulse RC,ΣΚΑΪ,2021-07-07,2611,26.4,41.4,,7.5,6.9,,,,,,5.2,4.0,
147,MRB,,2021-07-01,2000,28.3,43.6,1.4,8.4,6.2,,,,,,4.2,3.6,
148,GPO,Τα Νέα,2021-06-29,1000,28.4,42.9,,7.9,7.1,,,,,,4.8,3.5,
149,Marc,Πρώτο ΘΕΜΑ,2021-06-24,1000,25.8,45.7,,7.8,6.7,,,,,,4.3,3.6,
150,Interview,Βεργίνα TV,2021-06-23,1211,25.2,42.0,,8.0,6.5,,,,,,5.2,3.9,
151,Alco,Open TV,2021-06-19,1000,28.1,43.2,,8.0,6.4,,,,,1.8,4.7,3.9,
152,GPO,Powergame.gr,2021-06-05,1000,27.8,42.6,,8.2,7.2,,,,,,4.1,4.1,
153,Pulse RC,ΣΚΑΪ,2021-06-02,1304,27.0,41.9,,7.5,6.3,,,,,,4.6,4.0,
154,Opinion Poll,,2021-05-28,1605,24.8,46.6,,8.4,6.6,,,,,,5.2,3.9,
155,Metron Analysis,Mega TV,2021-05-24,1202,25.5,43.1,,7.6,6.7,,,,,,5.1,6.0,
156,Alco,Open TV,2021-05-21,1000,27.9,43.3,,7.9,6.0,,,,,1.3,4.7,3.4,
157,Interview,Βεργίνα TV,2021-05-17,1405,24.4,42.0,,8.1,6.4,,,,,,5.8,4.2,
158,GPO,Powergame.gr,2021-05-07,1005,27.3,43.4,,8.5,7.2,,,,,,4.6,3.8,
159,Marc,Πρώτο ΘΕΜΑ,2021-04-27,1025,25.8,44.7,,8.4,6.6,,,,,,5.3,3.6,
160,Pulse RC,ΣΚΑΪ,2021-04-25,1305,27.5,42.1,,7.6,6.4,,,,,,4.6,3.5,
161,Opinion Poll,,2021-04-23,1001,26.1,46.7,,8.0,5.9,,,,,,5.2,3.5,
162,Interview,Politic.gr,2021-04-22,1205,25.5,42.3,,7.7,6.5,,,,,,5.5,4.2,
163,Interview,Βεργίνα TV,2021-04-19,1115,25.3,42.3,,7.7,6.4,,,,,,5.9,3.9,
164,Alco,Open TV,2021-04-16,1000,27.6,43.3,,6.8,6.5,,,,,1.6,4.9,3.4,
165,GPO,Powergame.gr,2021-04-09,1000,27.8,42.5,,8.3,7.6,,,,,,4.7,4.0,
166,Prorata,Η Εφημερίδα των Συντακτών,2021-04-06,1000,30.2,41.5,,7.5,5.7,,,,,,3.8,3.8,
167,Pulse RC,ΣΚΑΪ,2021-03-28,1306,28.2,41.1,,7.6,5.9,,,,,,5.3,3.5,
168,Metron Analysis,Mega TV,2021-03-22,1205,27.5,43.4,,8.1,5.9,,,,,,5.8,4.6,
169,Marc,Alpha TV,2021-03-22,1003,25.7,45.2,,8.1,6.5,,,,,,5.3,3.5,
170,Interview,Βεργίνα TV,2021-03-22,1105,25.4,42.7,,7.5,5.0,,,,,,5.9,4.0,
171,Alco,Open TV,2021-03-17,1000,26.7,42.8,,7.0,6.9,,,,,1.7,4.9,3.3,
172,GPO,Powergame.gr,2021-03-05,1000,27.2,43.2,,8.5,7.5,,,,,,4.9,3.6,
173,GPO,Τα Νέα,2021-03-03,1000,27.2,43.5,,8.5,7.5,,,,,,4.9,3.6,
174,MRB,Star,2021-03-03,1000,28.4,45.0,,7.2,5.8,,,,,,5.7,4.4,
175,Pulse RC,ΣΚΑΪ,2021-02-28,1306,25.7,42.1,,8.2,6.4,,,,,,5.2,3.6,
176,Opinion Poll,Political,2021-02-26,1001,25.1,46.4,,8.4,6.6,,,,,,5.2,3.6,
177,Prorata,Η Εφημερίδα των Συντακτών,2021-02-22,1000,30.3,41.8,,7.0,5.7,,,,,,3.2,4.4,
178,Opinion Poll,,2021-02-19,1003,25.1,46.3,,8.8,6.6,,,,,,5.5,3.8,
179,Alco,Open TV,2021-02-18,1000,26.7,43.2,,7.5,6.3,,,,,1.5,5.2,3.4,
180,Interview,Βεργίνα TV,2021-02-17,1205,23.5,43.2,,9.1,6.0,,,,,,5.7,3.9,
181,Pulse RC,ΣΚΑΪ,2021-01-27,1706,25.4,42.8,,8.1,6.9,,,,,,5.2,3.5,
182,Metron Analysis,Mega TV,2021-01-25,1200,25.3,46.3,,8.2,7.3,,,,,,4.6,3.1,
183,GPO,Παραπολιτικά,2021-01-20,1000,27.6,44.1,,7.3,7.2,,,,,,4.7,3.6,
184,Alco,Open TV,2021-01-19,1000,27.1,44.2,,6.7,6.5,,,,,1.5,4.6,3.1,
185,Marc,Αlpha TV,2021-01-11,1010,25.0,48.3,,8.1,6.3,,,,,,4.8,2.5,
186,Opinion Poll,Political,2021-01-08,1004,26.5,47.8,,8.1,6.3,,,,,,4.0,3.3,
187,Pulse RC,ΣΚΑΪ,2020-12-16,2418,26.6,43.9,,7.5,6.4,,,,,,4.6,2.9,
188,MRB,Star,2020-12-11,2000,27.2,44.9,1.2,7.9,5.9,,,,,,4.8,3.7,
189,Alco,Open TV,2020-12-09,1000,26.2,44.1,,8.0,6.5,,,,,1.7,4.9,3.5,
190,Interview,Political,2020-12-07,1205,24.7,44.8,,8.0,5.5,,,,,,5.5,3.2,
191,Interview,Βεργίνα TV,2020-12-02,1100,25.4,45.2,,8.0,5.4,,,,,,5.9,3.1,
192,Prorata,,2020-11-27,2726,29.4,44.2,,6.1,5.5,,,,,,3.7,3.7,
193,Pulse RC,ΣΚΑΪ,2020-11-26,1312,25.5,44.0,,7.5,6.5,,,,,,6.0,3.5,
194,MRB,Star,2020-11-24,1004,27.1,47.0,,7.1,5.6,,,,,,5.3,3.4,
195,Κάπα Research,,2020-11-19,1054,28.6,45.7,,7.3,6.2,,,,,,4.2,3.4,
196,Metron Analysis,MEGA TV,2020-11-24,1205,24.8,45.8,,8.0,6.3,,,1.4,,,5.5,3.8,
197,Opinion Poll,,2020-11-11,1000,24.4,48.6,,8.4,6.5,,,,,,4.0,3.6,
198,GPO,Παραπολιτικά,2020-11-13,1000,28.9,44.5,,7.6,6.5,,,,,,4.3,2.5,
199,Alco,Open TV,2020-11-11,1000,25.9,43.4,1.3,8.3,6.7,,,,,1.3,3.6,3.5,
200,GPO,Action24,2020-10-28,1000,28.1,45.6,,8.3,6.3,,,,,,3.7,3.1,
201,Pulse RC,ΣΚΑΪ,2020-10-22,1000,25.5,45.1,,7.6,6.5,,,,,,4.9,3.3,
202,Interview,Βεργίνα TV,2020-10-21,1184,22.1,45.5,,8.4,5.8,,,,,,5.2,3.5,
203,Opinion Poll,,2020-10-15,1000,23.8,49.9,,8.8,6.8,,,,,,4.2,3.7,
204,Marc,Αlpha TV,2020-10-14,1007,24.3,48.9,,8.1,6.6,,,,,,4.1,3.1,
205,Alco,Open TV,2020-10-10,1000,25.8,43.1,2.2,7.5,6.0,,,,,1.4,4.8,4.2,
206,Metron Analysis,MEGA TV,2020-09-29,1202,25.5,47.9,,6.9,5.9,,,,,,5.7,3.4,
207,Pulse RC,ΣΚΑΪ,2020-09-23,1305,26.4,45.4,,7.5,6.3,,,,,,4.6,2.9,
208,MRB,Star,2020-09-23,1009,25.8,48.0,,6.2,5.8,,,,,,5.0,3.6,
209,Interview,Βεργίνα TV,2020-09-23,1112,22.9,45.4,,8.6,5.3,,,,,,5.2,3.4,
210,GPO,Παραπολιτικά,2020-09-16,1000,26.8,46.6,,8.1,6.6,,,,,,3.9,3.1,
